timestamp,t_ex,u_ex,t_amb,u_amb,delta_t,delta_u,label_str,classe
1770859153.203194,46.76,31.84,27.94,77.22,18.82,-45.38,GAMING,1
1770859444.119979,46.91,31.51,28.0,77.09,18.91,-45.58,GAMING,1
1770859078.9274993,47.11,31.47,28.17,76.56,18.94,-45.09,GAMING,1
1770859437.9307692,46.93,31.63,27.98,77.1,18.95,-45.47,GAMING,1
1770859507.705166,47.39,31.14,28.1,76.73,19.29,-45.59,GAMING,1
1770859231.1385715,47.03,31.57,28.03,76.94,19.0,-45.37,GAMING,1
1770859572.133252,47.04,31.3,28.13,76.41,18.91,-45.11,GAMING,1
1770858975.6719875,47.01,31.71,28.19,76.98,18.82,-45.27,GAMING,1
1770859106.2186716,47.0,31.67,28.12,76.7,18.88,-45.03,GAMING,1
1770859439.619063,46.97,31.58,27.97,77.09,19.0,-45.510000000000005,GAMING,1
1770859026.0335786,47.22,31.54,28.23,76.69,18.99,-45.15,GAMING,1
1770858959.0723274,47.06,31.65,28.16,77.1,18.9,-45.45,GAMING,1
1770859435.6795228,46.89,31.63,27.98,77.07,18.91,-45.44,GAMING,1
1770859132.6654007,46.77,31.66,28.0,76.85,18.770000000000003,-45.19,GAMING,1
1770858962.1670115,47.0,31.67,28.16,77.07,18.84,-45.39999999999999,GAMING,1
1770859497.2951918,47.37,31.19,28.09,76.76,19.28,-45.57000000000001,GAMING,1
1770859455.655452,47.0,31.52,28.0,76.98,19.0,-45.46000000000001,GAMING,1
1770859200.470652,47.01,31.64,28.03,77.1,18.98,-45.46,GAMING,1
1770859329.8917248,47.2,31.35,27.85,77.49,19.35,-46.13999999999999,GAMING,1
1770859336.9259927,47.18,31.3,27.88,77.48,19.3,-46.18000000000001,GAMING,1
1770859136.886159,46.68,31.77,28.0,76.86,18.68,-45.09,GAMING,1
1770859242.6738944,47.17,31.41,27.99,76.99,19.180000000000003,-45.58,GAMING,1
1770859094.120575,47.01,31.61,28.15,76.62,18.86,-45.010000000000005,GAMING,1
1770858923.340925,47.2,31.46,28.06,77.33,19.140000000000004,-45.87,GAMING,1
1770858926.1549883,47.17,31.54,28.08,77.33,19.090000000000003,-45.79,GAMING,1
1770859390.945168,46.97,31.44,27.86,77.38,19.11,-45.94,GAMING,1
1770859613.4930146,47.4,31.01,28.14,76.36,19.26,-45.35,GAMING,1
1770859180.4953785,46.93,31.76,28.0,77.33,18.93,-45.56999999999999,GAMING,1
1770859058.6696231,47.13,31.69,28.23,76.58,18.9,-44.89,GAMING,1
1770859076.958115,47.11,31.49,28.16,76.55,18.95,-45.06,GAMING,1
1770859601.9574933,47.43,31.18,28.14,76.37,19.29,-45.190000000000005,GAMING,1
1770858981.8617876,47.02,31.78,28.19,76.92,18.83,-45.14,GAMING,1
1770859079.7717545,47.09,31.54,28.17,76.61,18.92,-45.07,GAMING,1
1770859324.827585,47.14,31.41,27.85,77.46,19.29,-46.05,GAMING,1
1770859129.570585,46.91,31.67,28.04,76.85,18.87,-45.17999999999999,GAMING,1
1770859207.7854457,47.07,31.61,28.08,77.16,18.99,-45.55,GAMING,1
1770859432.8662686,46.9,31.62,27.99,77.14,18.91,-45.52,GAMING,1
1770859078.365504,47.07,31.47,28.16,76.62,18.91,-45.150000000000006,GAMING,1
1770859379.4100285,47.02,31.39,27.86,77.3,19.160000000000004,-45.91,GAMING,1
1770859002.6814337,47.11,31.75,28.23,76.73,18.88,-44.98,GAMING,1
1770859367.3114886,47.15,31.17,27.88,77.24,19.27,-46.06999999999999,GAMING,1
1770858911.8057845,47.31,31.5,28.05,77.26,19.26,-45.760000000000005,GAMING,1
1770859603.3647883,47.46,31.15,28.16,76.42,19.3,-45.27,GAMING,1
1770859445.2460177,46.91,31.53,27.98,77.03,18.93,-45.5,GAMING,1
1770859345.9287915,47.25,31.28,27.9,77.45,19.35,-46.17,GAMING,1
1770859624.1846948,47.44,31.04,28.19,76.31,19.25,-45.27,GAMING,1
1770859619.6825695,47.42,31.01,28.16,76.39,19.26,-45.38,GAMING,1
1770859585.92059,47.21,31.37,28.18,76.42,19.03,-45.05,GAMING,1
1770859601.6764247,47.4,31.15,28.16,76.38,19.24,-45.23,GAMING,1
1770859444.9648275,46.93,31.56,28.0,77.1,18.93,-45.53999999999999,GAMING,1
1770859246.3307977,47.18,31.4,27.99,76.98,19.19,-45.580000000000005,GAMING,1
1770859579.1678064,47.17,31.36,28.14,76.47,19.03,-45.11,GAMING,1
1770858939.096526,47.27,31.53,28.09,77.28,19.180000000000003,-45.75,GAMING,1
1770859255.052411,47.2,31.33,27.93,77.01,19.270000000000003,-45.68000000000001,GAMING,1
1770859372.374886,47.02,31.25,27.89,77.3,19.130000000000003,-46.05,GAMING,1
1770859081.4603145,47.07,31.53,28.16,76.55,18.91,-45.02,GAMING,1
1770859435.9615307,46.88,31.62,27.98,77.17,18.9,-45.55,GAMING,1
1770859555.2530005,47.18,31.36,28.17,76.4,19.01,-45.040000000000006,GAMING,1
1770859432.5847309,46.9,31.65,27.98,77.14,18.92,-45.49,GAMING,1
1770859050.5112534,47.21,31.62,28.2,76.54,19.01,-44.92,GAMING,1
1770859138.2923777,46.73,31.75,27.99,76.92,18.74,-45.17,GAMING,1
1770859111.2833066,47.02,31.59,28.09,76.77,18.930000000000003,-45.17999999999999,GAMING,1
1770859213.694131,47.03,31.57,28.05,77.03,18.98,-45.46,GAMING,1
1770859224.386079,47.07,31.48,28.04,76.96,19.03,-45.47999999999999,GAMING,1
1770859138.8552332,46.73,31.82,27.98,76.89,18.75,-45.07,GAMING,1
1770859052.1993036,47.18,31.61,28.22,76.57,18.96,-44.96,GAMING,1
1770859226.636723,47.03,31.5,28.04,76.93,18.99,-45.43000000000001,GAMING,1
1770858993.3967285,47.14,31.69,28.24,76.81,18.9,-45.120000000000005,GAMING,1
1770859186.403901,46.95,31.79,28.0,77.28,18.950000000000003,-45.49,GAMING,1
1770859557.785241,47.15,31.33,28.17,76.33,18.98,-45.0,GAMING,1
1770859421.3312297,46.89,31.51,27.97,77.28,18.92,-45.77,GAMING,1
1770859598.2999234,47.34,31.21,28.16,76.4,19.180000000000003,-45.190000000000005,GAMING,1
1770859451.152924,47.01,31.52,27.98,77.03,19.03,-45.510000000000005,GAMING,1
1770859409.7959378,47.0,31.57,27.91,77.4,19.09,-45.830000000000005,GAMING,1
1770859482.6649034,47.34,31.27,28.04,76.94,19.300000000000004,-45.67,GAMING,1
1770859275.0283945,47.19,31.37,27.94,77.18,19.25,-45.81,GAMING,1
1770859466.0659134,47.12,31.39,27.99,76.99,19.13,-45.6,GAMING,1
1770858960.1978245,47.01,31.65,28.15,77.06,18.86,-45.41,GAMING,1
1770858972.29584,47.08,31.76,28.19,77.0,18.89,-45.24,GAMING,1
1770859092.1508274,47.02,31.55,28.16,76.61,18.860000000000003,-45.06,GAMING,1
1770859333.8303325,47.16,31.28,27.87,77.51,19.29,-46.23,GAMING,1
1770859182.4643698,46.97,31.81,27.99,77.29,18.98,-45.48,GAMING,1
1770859459.313694,47.14,31.48,27.98,76.94,19.16,-45.46,GAMING,1
1770859378.003264,47.03,31.39,27.88,77.33,19.15,-45.94,GAMING,1
1770859301.1940317,47.12,31.3,27.87,77.16,19.25,-45.86,GAMING,1
1770859109.3133967,47.01,31.59,28.1,76.71,18.91,-45.11999999999999,GAMING,1
1770859623.902421,47.44,31.01,28.19,76.37,19.25,-45.36,GAMING,1
1770859185.558149,46.93,31.74,28.0,77.29,18.93,-45.55000000000001,GAMING,1
1770859038.131875,47.2,31.51,28.24,76.65,18.960000000000004,-45.14,GAMING,1
1770859591.8289857,47.28,31.31,28.18,76.42,19.1,-45.11,GAMING,1
1770859331.2991917,47.18,31.35,27.87,77.53,19.31,-46.18,GAMING,1
1770859085.1169724,47.08,31.55,28.16,76.62,18.92,-45.07000000000001,GAMING,1
1770859073.300715,47.2,31.52,28.16,76.55,19.040000000000003,-45.03,GAMING,1
1770858955.1333573,47.12,31.55,28.16,77.15,18.96,-45.60000000000001,GAMING,1
1770859311.041787,47.02,31.42,27.83,77.33,19.190000000000005,-45.91,GAMING,1
1770859454.248755,47.01,31.51,27.98,76.97,19.03,-45.46,GAMING,1
1770859371.2508895,46.99,31.21,27.89,77.25,19.1,-46.04,GAMING,1
1770859371.5322397,47.01,31.25,27.89,77.25,19.12,-46.0,GAMING,1
1770859395.16463,46.91,31.46,27.84,77.36,19.07,-45.9,GAMING,1
1770859194.562594,46.94,31.7,28.02,77.19,18.92,-45.49,GAMING,1
1770858937.970751,47.3,31.52,28.09,77.28,19.21,-45.760000000000005,GAMING,1
1770859547.938741,47.12,31.3,28.15,76.44,18.97,-45.14,GAMING,1
1770858978.7666936,46.99,31.74,28.19,76.93,18.8,-45.19000000000001,GAMING,1
1770859534.433226,47.23,31.42,28.2,76.54,19.03,-45.120000000000005,GAMING,1
1770859611.2418163,47.44,30.99,28.15,76.36,19.29,-45.370000000000005,GAMING,1
1770859294.7230363,47.17,31.31,27.91,77.19,19.26,-45.88,GAMING,1
1770859361.9658325,47.31,31.09,27.92,77.34,19.39,-46.25,GAMING,1
1770859156.5806692,46.77,31.84,27.94,77.28,18.83,-45.44,GAMING,1
1770859321.1698675,47.08,31.39,27.84,77.4,19.24,-46.010000000000005,GAMING,1
1770859506.0160594,47.39,31.18,28.11,76.69,19.28,-45.51,GAMING,1
1770859475.068292,47.28,31.34,28.04,76.92,19.24,-45.58,GAMING,1
1770859042.0706444,47.23,31.49,28.24,76.66,18.99,-45.17,GAMING,1
1770859043.4772892,47.22,31.53,28.22,76.64,19.0,-45.11,GAMING,1
1770859233.670102,47.03,31.56,28.01,76.93,19.02,-45.370000000000005,GAMING,1
1770859315.261763,47.07,31.44,27.83,77.44,19.24,-46.0,GAMING,1
1770859588.452402,47.24,31.36,28.17,76.41,19.07,-45.05,GAMING,1
1770859427.2391772,46.85,31.62,27.96,77.21,18.89,-45.58999999999999,GAMING,1
1770859126.1937797,46.94,31.71,28.05,76.8,18.89,-45.09,GAMING,1
1770859579.7305586,47.14,31.34,28.13,76.42,19.01,-45.08,GAMING,1
1770859158.5501134,46.77,31.91,27.94,77.3,18.83,-45.39,GAMING,1
1770859205.254283,47.07,31.62,28.06,77.18,19.01,-45.56,GAMING,1
1770858961.0423326,47.01,31.67,28.16,77.08,18.85,-45.41,GAMING,1
1770859564.257084,47.15,31.34,28.15,76.35,19.0,-45.00999999999999,GAMING,1
1770859606.1782503,47.49,31.06,28.16,76.36,19.33,-45.3,GAMING,1
1770859069.6429963,47.23,31.58,28.18,76.55,19.05,-44.97,GAMING,1
1770859134.635301,46.73,31.73,28.02,76.88,18.71,-45.14999999999999,GAMING,1
1770859210.3178654,47.02,31.58,28.06,77.05,18.960000000000004,-45.47,GAMING,1
1770859047.1348634,47.19,31.6,28.23,76.54,18.96,-44.940000000000005,GAMING,1
1770859527.9622977,47.22,31.31,28.17,76.57,19.05,-45.25999999999999,GAMING,1
1770858931.7814894,47.24,31.54,28.09,77.31,19.15,-45.77,GAMING,1
1770859036.4441626,47.15,31.54,28.22,76.61,18.93,-45.07,GAMING,1
1770859364.4982853,47.18,31.08,27.92,77.28,19.26,-46.2,GAMING,1
1770859447.7765963,46.97,31.54,27.99,77.05,18.98,-45.51,GAMING,1
1770859509.674248,47.38,31.16,28.09,76.75,19.290000000000003,-45.59,GAMING,1
1770859450.5901964,47.02,31.51,27.98,77.02,19.040000000000003,-45.50999999999999,GAMING,1
1770859174.0237477,46.83,31.95,27.98,77.37,18.85,-45.42,GAMING,1
1770859245.7688482,47.17,31.38,27.99,76.97,19.180000000000003,-45.59,GAMING,1
1770858999.0243254,47.13,31.79,28.22,76.78,18.910000000000004,-44.99,GAMING,1
1770858925.8728752,47.15,31.52,28.08,77.36,19.07,-45.84,GAMING,1
1770859024.3452013,47.19,31.56,28.23,76.74,18.96,-45.17999999999999,GAMING,1
1770859216.2259085,47.06,31.6,28.06,77.0,19.000000000000004,-45.4,GAMING,1
1770859033.9111493,47.19,31.49,28.22,76.67,18.97,-45.18000000000001,GAMING,1
1770859448.9021256,47.0,31.56,27.99,77.06,19.01,-45.5,GAMING,1
1770859214.256874,47.08,31.57,28.06,77.0,19.02,-45.43,GAMING,1
1770859001.275378,47.13,31.7,28.23,76.7,18.9,-45.0,GAMING,1
1770859069.9239752,47.22,31.54,28.18,76.54,19.04,-45.00000000000001,GAMING,1
1770859361.1224873,47.34,31.11,27.94,77.34,19.4,-46.23,GAMING,1
1770859589.5774257,47.27,31.35,28.17,76.44,19.1,-45.09,GAMING,1
1770858918.5579903,47.33,31.46,28.06,77.28,19.27,-45.82,GAMING,1
1770859509.1115685,47.37,31.15,28.09,76.67,19.28,-45.52,GAMING,1
1770859530.2137773,47.18,31.4,28.17,76.6,19.01,-45.2,GAMING,1
1770858971.451433,47.08,31.7,28.15,76.97,18.93,-45.27,GAMING,1
1770859610.9597435,47.43,30.98,28.13,76.36,19.3,-45.38,GAMING,1
1770859570.445638,47.08,31.28,28.13,76.37,18.95,-45.09,GAMING,1
1770859163.613665,46.72,31.88,27.93,77.32,18.79,-45.44,GAMING,1
1770859283.1882043,47.14,31.36,27.95,77.14,19.19,-45.78,GAMING,1
1770859157.9874463,46.78,31.89,27.94,77.29,18.84,-45.400000000000006,GAMING,1
1770859179.6514502,46.9,31.79,28.01,77.29,18.89,-45.50000000000001,GAMING,1
1770859442.7139916,46.94,31.53,27.99,77.09,18.95,-45.56,GAMING,1
1770859626.998369,47.47,31.04,28.19,76.43,19.28,-45.39000000000001,GAMING,1
1770859570.726752,47.07,31.28,28.13,76.39,18.94,-45.11,GAMING,1
1770859001.556079,47.14,31.74,28.21,76.73,18.93,-44.99000000000001,GAMING,1
1770859328.7664125,47.18,31.35,27.86,77.5,19.32,-46.15,GAMING,1
1770859113.815482,47.03,31.56,28.07,76.81,18.96,-45.25,GAMING,1
1770859095.5263577,47.0,31.58,28.15,76.58,18.85,-45.0,GAMING,1
1770859334.6748135,47.15,31.27,27.86,77.5,19.29,-46.23,GAMING,1
1770859344.2406194,47.21,31.29,27.88,77.38,19.33,-46.09,GAMING,1
1770859502.0779607,47.31,31.13,28.08,76.7,19.230000000000004,-45.57000000000001,GAMING,1
1770859349.5856102,47.38,31.24,27.88,77.38,19.500000000000004,-46.14,GAMING,1
1770859563.4121976,47.16,31.33,28.17,76.39,18.989999999999995,-45.06,GAMING,1
1770859059.514463,47.13,31.63,28.22,76.59,18.910000000000004,-44.96000000000001,GAMING,1
1770859596.8923306,47.33,31.23,28.17,76.42,19.16,-45.19,GAMING,1
1770858945.5680685,47.29,31.52,28.13,77.31,19.16,-45.790000000000006,GAMING,1
1770859243.7986972,47.13,31.45,28.01,77.03,19.12,-45.58,GAMING,1
1770859221.853415,47.06,31.51,28.04,76.92,19.020000000000003,-45.41,GAMING,1
1770858923.6224358,47.2,31.48,28.06,77.33,19.140000000000004,-45.85,GAMING,1
1770859394.3216655,46.94,31.49,27.86,77.38,19.08,-45.89,GAMING,1
1770859279.5300546,47.21,31.38,27.96,77.14,19.25,-45.760000000000005,GAMING,1
1770859600.55083,47.35,31.13,28.16,76.38,19.19,-45.25,GAMING,1
1770859212.5693784,47.03,31.59,28.06,77.0,18.97,-45.41,GAMING,1
1770859010.8405306,47.15,31.58,28.21,76.72,18.94,-45.14,GAMING,1
1770859571.5709145,47.06,31.32,28.12,76.38,18.94,-45.06,GAMING,1
1770859011.6847944,47.18,31.59,28.21,76.7,18.97,-45.11,GAMING,1
1770859560.5989084,47.15,31.34,28.15,76.37,19.0,-45.03,GAMING,1
1770859273.6221468,47.19,31.42,27.94,77.16,19.25,-45.74,GAMING,1
1770859306.8208525,46.98,31.41,27.86,77.23,19.12,-45.82000000000001,GAMING,1
1770859238.1708934,47.16,31.47,28.0,76.94,19.16,-45.47,GAMING,1
1770859061.4843109,47.13,31.63,28.23,76.58,18.9,-44.95,GAMING,1
1770859197.6574118,47.01,31.71,28.02,77.14,18.99,-45.43,GAMING,1
1770859368.999509,47.1,31.2,27.88,77.26,19.22,-46.06,GAMING,1
1770859123.662148,46.89,31.65,28.07,76.85,18.82,-45.2,GAMING,1
1770859241.8292422,47.19,31.45,27.98,76.97,19.21,-45.52,GAMING,1
1770859239.29754,47.19,31.46,27.97,76.91,19.22,-45.45,GAMING,1
1770858983.268426,47.04,31.77,28.21,76.91,18.83,-45.14,GAMING,1
1770859381.9420266,46.97,31.38,27.85,77.35,19.12,-45.97,GAMING,1
1770859259.2728822,47.21,31.33,27.92,77.07,19.29,-45.74,GAMING,1
1770859457.3440633,47.06,31.48,27.99,77.0,19.070000000000004,-45.52,GAMING,1
1770859594.6422002,47.33,31.26,28.18,76.41,19.15,-45.14999999999999,GAMING,1
1770859093.2765553,47.01,31.58,28.16,76.65,18.85,-45.07000000000001,GAMING,1
1770859520.9286883,47.23,31.2,28.13,76.66,19.1,-45.46,GAMING,1
1770859312.729337,47.03,31.46,27.83,77.38,19.200000000000003,-45.92,GAMING,1
1770859211.1612575,47.01,31.57,28.06,77.07,18.95,-45.49999999999999,GAMING,1
1770859281.2178507,47.18,31.4,27.96,77.15,19.22,-45.75000000000001,GAMING,1
1770858917.9957368,47.33,31.46,28.03,77.3,19.3,-45.84,GAMING,1
1770858993.1149848,47.12,31.69,28.22,76.83,18.9,-45.14,GAMING,1
1770859430.6158614,46.92,31.63,27.99,77.13,18.930000000000003,-45.5,GAMING,1
1770859171.210112,46.8,31.98,27.96,77.36,18.84,-45.38,GAMING,1
1770859377.4394376,47.04,31.37,27.88,77.35,19.16,-45.97999999999999,GAMING,1
1770859166.7085032,46.71,31.93,27.93,77.33,18.78,-45.4,GAMING,1
1770859304.2888813,47.04,31.35,27.84,77.21,19.2,-45.85999999999999,GAMING,1
1770859385.8805945,46.98,31.4,27.86,77.37,19.12,-45.970000000000006,GAMING,1
1770859337.7695365,47.15,31.22,27.9,77.52,19.25,-46.3,GAMING,1
1770858985.2379694,47.06,31.75,28.2,76.89,18.860000000000003,-45.14,GAMING,1
1770859593.2354963,47.31,31.28,28.17,76.48,19.14,-45.2,GAMING,1
1770859210.8803,47.04,31.64,28.06,77.07,18.98,-45.42999999999999,GAMING,1
1770859590.9849403,47.28,31.35,28.19,76.45,19.09,-45.1,GAMING,1
1770859540.3416717,47.27,31.34,28.17,76.41,19.1,-45.06999999999999,GAMING,1
1770859117.4726677,46.99,31.6,28.08,76.82,18.910000000000004,-45.21999999999999,GAMING,1
1770858926.9983177,47.2,31.54,28.08,77.33,19.120000000000005,-45.79,GAMING,1
1770859238.4526134,47.19,31.49,28.0,76.96,19.19,-45.47,GAMING,1
1770859369.562256,47.08,31.16,27.88,77.28,19.2,-46.120000000000005,GAMING,1
1770859327.640037,47.15,31.41,27.86,77.52,19.29,-46.11,GAMING,1
1770859148.4216456,46.77,31.77,27.89,77.07,18.880000000000003,-45.3,GAMING,1
1770859102.561626,46.92,31.6,28.11,76.58,18.81,-44.98,GAMING,1
1770859222.9788623,47.05,31.5,28.03,76.92,19.02,-45.42,GAMING,1
1770859174.867923,46.86,31.95,27.97,77.35,18.89,-45.39999999999999,GAMING,1
1770859500.39053,47.35,31.14,28.09,76.72,19.26,-45.58,GAMING,1
1770859178.2445598,46.92,31.84,27.98,77.37,18.94,-45.53,GAMING,1
1770859237.8901968,47.14,31.48,28.0,76.94,19.14,-45.46,GAMING,1
1770859357.4641154,47.45,31.19,27.95,77.4,19.500000000000004,-46.21000000000001,GAMING,1
1770859103.123781,46.94,31.61,28.11,76.66,18.83,-45.05,GAMING,1
1770859413.453024,46.94,31.53,27.93,77.44,19.01,-45.91,GAMING,1
1770859609.553958,47.44,30.99,28.14,76.38,19.3,-45.39,GAMING,1
1770859299.2251663,47.15,31.33,27.92,77.16,19.23,-45.83,GAMING,1
1770859463.813942,47.1,31.39,27.98,77.01,19.12,-45.620000000000005,GAMING,1
1770859543.99976,47.2,31.26,28.17,76.35,19.03,-45.08999999999999,GAMING,1
1770859509.9556255,47.38,31.16,28.1,76.7,19.28,-45.540000000000006,GAMING,1
1770859451.7161694,47.0,31.53,28.01,76.96,18.99,-45.42999999999999,GAMING,1
1770859575.2291083,47.12,31.32,28.11,76.38,19.01,-45.06,GAMING,1
1770859340.0203676,47.16,31.3,27.9,77.51,19.26,-46.21000000000001,GAMING,1
1770858914.619075,47.32,31.5,28.05,77.28,19.27,-45.78,GAMING,1
1770859618.557508,47.36,31.03,28.16,76.41,19.2,-45.38,GAMING,1
1770859001.8375404,47.13,31.71,28.22,76.75,18.910000000000004,-45.04,GAMING,1
1770859271.090157,47.23,31.39,27.96,77.13,19.27,-45.74,GAMING,1
1770859139.417766,46.71,31.82,27.99,76.92,18.72,-45.1,GAMING,1
1770859118.3171084,46.98,31.64,28.07,76.82,18.91,-45.17999999999999,GAMING,1
1770859005.7764466,47.13,31.65,28.22,76.72,18.910000000000004,-45.07,GAMING,1
1770859493.637751,47.4,31.14,28.09,76.81,19.31,-45.67,GAMING,1
1770859555.816481,47.16,31.35,28.15,76.38,19.01,-45.03,GAMING,1
1770859054.7318654,47.17,31.66,28.22,76.61,18.950000000000003,-44.95,GAMING,1
1770858924.4666448,47.19,31.49,28.08,77.32,19.11,-45.83,GAMING,1
1770859517.5514264,47.3,31.11,28.11,76.67,19.19,-45.56,GAMING,1
1770859158.268325,46.77,31.88,27.94,77.27,18.83,-45.39,GAMING,1
1770859327.0782871,47.15,31.39,27.85,77.46,19.3,-46.06999999999999,GAMING,1
1770859122.2544622,46.94,31.62,28.08,76.82,18.86,-45.19999999999999,GAMING,1
1770859625.8720138,47.48,31.01,28.2,76.4,19.28,-45.39,GAMING,1
1770859152.3593569,46.73,31.79,27.93,77.23,18.8,-45.440000000000005,GAMING,1
1770858934.033378,47.28,31.56,28.1,77.32,19.18,-45.75999999999999,GAMING,1
1770859116.6290278,47.0,31.59,28.08,76.81,18.92,-45.22,GAMING,1
1770859105.3749957,47.0,31.66,28.1,76.63,18.9,-44.97,GAMING,1
1770859238.7343442,47.2,31.49,27.99,76.88,19.210000000000004,-45.39,GAMING,1
1770859123.100024,46.9,31.64,28.05,76.82,18.85,-45.17999999999999,GAMING,1
1770859374.6271243,47.05,31.39,27.9,77.29,19.15,-45.900000000000006,GAMING,1
1770859249.9886737,47.11,31.37,27.93,76.93,19.18,-45.56,GAMING,1
1770859215.3823004,47.09,31.63,28.07,77.06,19.020000000000003,-45.43000000000001,GAMING,1
1770859414.578138,46.93,31.52,27.94,77.42,18.99,-45.900000000000006,GAMING,1
1770859332.423813,47.16,31.33,27.86,77.52,19.3,-46.19,GAMING,1
1770859259.5538344,47.21,31.33,27.92,77.08,19.29,-45.75,GAMING,1
1770858971.7329657,47.09,31.74,28.17,76.99,18.92,-45.25,GAMING,1
1770859028.2850258,47.22,31.54,28.21,76.7,19.01,-45.16,GAMING,1
1770859355.213308,47.44,31.16,27.91,77.41,19.53,-46.25,GAMING,1
1770859627.8421931,47.46,31.04,28.19,76.36,19.27,-45.32,GAMING,1
1770858975.1093187,47.02,31.72,28.17,77.01,18.85,-45.290000000000006,GAMING,1
1770859148.139686,46.77,31.77,27.9,77.08,18.870000000000005,-45.31,GAMING,1
1770859234.5140643,47.03,31.59,28.0,76.93,19.03,-45.34,GAMING,1
1770859271.9333212,47.24,31.41,27.94,77.2,19.3,-45.790000000000006,GAMING,1
1770859121.410953,46.93,31.61,28.09,76.86,18.84,-45.25,GAMING,1
1770859442.9949896,46.95,31.58,27.96,77.08,18.99,-45.5,GAMING,1
1770859525.9933696,47.2,31.26,28.16,76.64,19.040000000000003,-45.38,GAMING,1
1770859240.4223332,47.18,31.48,27.98,76.92,19.2,-45.44,GAMING,1
1770858952.319849,47.2,31.54,28.13,77.19,19.070000000000004,-45.65,GAMING,1
1770859516.7083182,47.31,31.17,28.11,76.72,19.200000000000003,-45.55,GAMING,1
1770859314.980596,47.07,31.47,27.83,77.39,19.24,-45.92,GAMING,1
1770859058.3888605,47.11,31.7,28.22,76.57,18.89,-44.86999999999999,GAMING,1
1770859248.01784,47.15,31.35,27.98,76.98,19.17,-45.63,GAMING,1
1770858916.5889947,47.35,31.49,28.05,77.3,19.3,-45.81,GAMING,1
1770858962.7294936,47.03,31.7,28.18,77.06,18.85,-45.36,GAMING,1
1770859562.8502543,47.14,31.36,28.17,76.38,18.97,-45.02,GAMING,1
1770859366.4673092,47.13,31.2,27.92,77.27,19.21,-46.06999999999999,GAMING,1
1770859047.9790547,47.19,31.6,28.21,76.61,18.98,-45.01,GAMING,1
1770859191.466811,46.97,31.73,28.01,77.22,18.96,-45.49,GAMING,1
1770859124.2250783,46.89,31.64,28.05,76.81,18.84,-45.17,GAMING,1
1770859231.7011106,47.0,31.54,28.03,76.96,18.97,-45.42,GAMING,1
1770859614.61805,47.41,31.01,28.14,76.36,19.27,-45.35,GAMING,1
1770858950.3502371,47.24,31.52,28.13,77.24,19.110000000000003,-45.72,GAMING,1
1770859181.3382769,46.94,31.77,28.0,77.32,18.94,-45.55,GAMING,1
1770859580.856221,47.17,31.32,28.15,76.39,19.020000000000003,-45.07,GAMING,1
1770859350.9930334,47.39,31.27,27.9,77.44,19.49,-46.17,GAMING,1
1770858986.0815914,47.09,31.71,28.22,76.89,18.870000000000005,-45.18,GAMING,1
1770859605.3339229,47.5,31.04,28.14,76.37,19.36,-45.330000000000005,GAMING,1
1770858936.5652888,47.29,31.54,28.09,77.27,19.2,-45.73,GAMING,1
1770858928.967919,47.19,31.56,28.07,77.34,19.12,-45.78,GAMING,1
1770859354.0877547,47.45,31.18,27.9,77.39,19.550000000000004,-46.21,GAMING,1
1770859282.3440151,47.16,31.34,27.95,77.13,19.21,-45.78999999999999,GAMING,1
1770859273.903739,47.22,31.42,27.97,77.18,19.25,-45.760000000000005,GAMING,1
1770859491.3873692,47.37,31.2,28.1,76.88,19.27,-45.67999999999999,GAMING,1
1770859542.311541,47.29,31.37,28.16,76.34,19.13,-44.97,GAMING,1
1770859446.370898,46.95,31.55,27.98,77.08,18.97,-45.53,GAMING,1
1770859208.6291976,47.05,31.62,28.07,77.14,18.98,-45.52,GAMING,1
1770859445.527034,46.93,31.56,27.99,77.08,18.94,-45.52,GAMING,1
1770859406.1375823,46.98,31.5,27.89,77.41,19.09,-45.91,GAMING,1
1770859556.0973964,47.16,31.37,28.15,76.36,19.01,-44.99,GAMING,1
1770859615.7438445,47.4,30.99,28.16,76.33,19.24,-45.34,GAMING,1
1770859481.2587636,47.33,31.3,28.04,76.93,19.29,-45.63000000000001,GAMING,1
1770859308.509241,46.98,31.35,27.82,77.25,19.16,-45.9,GAMING,1
1770858940.2216256,47.26,31.47,28.09,77.33,19.17,-45.86,GAMING,1
1770859591.2667997,47.28,31.35,28.21,76.44,19.07,-45.09,GAMING,1
1770858938.8151352,47.28,31.51,28.1,77.33,19.18,-45.81999999999999,GAMING,1
1770859429.2085695,46.9,31.68,27.96,77.18,18.94,-45.50000000000001,GAMING,1
1770859484.6334507,47.33,31.24,28.07,76.91,19.26,-45.67,GAMING,1
1770859326.5153835,47.16,31.43,27.81,77.42,19.35,-45.99,GAMING,1
1770859153.7660477,46.75,31.78,27.95,77.33,18.8,-45.55,GAMING,1
1770859586.7646928,47.23,31.36,28.15,76.41,19.08,-45.05,GAMING,1
1770859315.824678,47.09,31.46,27.81,77.4,19.280000000000005,-45.940000000000005,GAMING,1
1770859296.974366,47.17,31.32,27.91,77.2,19.26,-45.88,GAMING,1
1770858989.7394843,47.1,31.71,28.22,76.83,18.880000000000003,-45.12,GAMING,1
1770859534.9961588,47.24,31.43,28.2,76.52,19.040000000000003,-45.09,GAMING,1
1770859019.281042,47.19,31.58,28.21,76.7,18.98,-45.120000000000005,GAMING,1
